gen,n_total,n_feasible,feasible_ratio,basis,J1_min,J1_mean,J1_max,J1_span,J2_min,J2_mean,J2_max,J2_span,J3_min,J3_mean,J3_max,J3_span,J4_min,J4_mean,J4_max,J4_span,hypervolume,J1_improve_from_prev,J2_improve_from_prev,J3_improve_from_prev,J4_improve_from_prev,hypervolume_improve_from_prev
61,100,100,1.0,feasible,0.7084607934348456,0.7535429871505067,0.7989207185216194,0.09045992508677381,0.5286398416,0.596406503176,0.7257631007999998,0.19712325919999985,0.0,0.062316959127526425,0.19613775936428568,0.19613775936428568,0.13855333494267993,0.45520615184390606,1.0,0.86144666505732,0.21381446594650527,0.0,0.0,0.0,0.0,-0.0002851068962322345
62,100,100,1.0,feasible,0.7084607934348456,0.7556105450342736,0.7999487617951268,0.09148796836028117,0.5286398416,0.5989491515119999,0.7257631007999998,0.19712325919999985,0.0,0.062309448100526445,0.19613775936428568,0.19613775936428568,0.13855333494267993,0.4471062348708188,1.0,0.86144666505732,0.21394381084484254,0.0,0.0,0.0,0.0,0.00012934489833726914
63,100,100,1.0,feasible,0.7084607934348456,0.7547721859042785,0.7999487617951268,0.09148796836028117,0.5286398416,0.5944044926559999,0.7257631007999998,0.19712325919999985,0.0,0.06567464042949071,0.19613775936428568,0.19613775936428568,0.13855333494267993,0.44713867282893555,1.0,0.86144666505732,0.21478075303955396,0.0,0.0,0.0,0.0,0.0008369421947114208
64,100,100,1.0,feasible,0.7084607934348456,0.7546411446374688,0.7999487617951268,0.09148796836028117,0.5286398416,0.593316000752,0.7257631007999998,0.19712325919999985,0.0,0.0654527663456074,0.19613775936428568,0.19613775936428568,0.13855333494267993,0.45104653379917425,1.0,0.86144666505732,0.21506194103836546,0.0,0.0,0.0,0.0,0.00028118799881149403
65,100,100,1.0,feasible,0.7084607934348456,0.7538367443889209,0.7999487617951268,0.09148796836028117,0.5286398416,0.5902374596879999,0.7257631007999998,0.19712325919999985,0.0,0.06568088102712977,0.19613775936428568,0.19613775936428568,0.13855333494267993,0.44976245439577495,1.0,0.86144666505732,0.21517078542596688,0.0,0.0,0.0,0.0,0.00010884438760142001
66,100,100,1.0,feasible,0.7084607934348456,0.7554879345708406,0.7999487617951268,0.09148796836028117,0.5286398416,0.5940104627039999,0.7257631007999998,0.19712325919999985,0.0,0.06459955292514881,0.19613775936428568,0.19613775936428568,0.13855333494267993,0.44609539674201637,1.0,0.86144666505732,0.21537747042998096,0.0,0.0,0.0,0.0,0.00020668500401407885
67,100,100,1.0,feasible,0.7084607934348456,0.7538067486848761,0.7999487617951268,0.09148796836028117,0.5286398416,0.5900797251119999,0.7257631007999998,0.19712325919999985,0.0,0.06549520602646786,0.18602920549285717,0.18602920549285717,0.13855333494267993,0.455744081791121,1.0,0.86144666505732,0.21543016445474752,0.0,0.0,0.0,0.0,5.26940247665697e-05
68,100,100,1.0,feasible,0.7084607934348456,0.7526369319109415,0.7999487617951268,0.09148796836028117,0.5286398416,0.5894157256159999,0.7257631007999998,0.19712325919999985,0.0,0.062304330626175,0.18602920549285717,0.18602920549285717,0.13855333494267993,0.46408233605954086,1.0,0.86144666505732,0.21572598424202294,0.0,0.0,0.0,0.0,0.00029581978727541425
69,100,100,1.0,feasible,0.7084607934348456,0.7525324159934069,0.7999487617951268,0.09148796836028117,0.5286398416,0.5916694644639999,0.7257631007999998,0.19712325919999985,0.0,0.059880424648036897,0.18602920549285717,0.18602920549285717,0.13855333494267993,0.45550720229479774,1.0,0.86144666505732,0.21623499504334026,0.0,0.0,0.0,0.0,0.0005090108013173222
70,100,100,1.0,feasible,0.7084607934348456,0.7531238302321525,0.8000520874539969,0.09159129401915134,0.5286398416,0.590810755984,0.7278670375999999,0.19922719599999994,0.0,0.06307281718239642,0.1931845206095238,0.1931845206095238,0.13855333494267993,0.45127596502800815,1.0,0.86144666505732,0.21593431299939975,0.0,0.0,0.0,0.0,-0.00030068204394051445
